,league,season,rank,player,team,position,salary
0,nhl,2025,1,Leon Draisaitl,EDM,C,"$14,000,000"
1,nhl,2025,2,Auston Matthews,TOR,C,"$13,250,000"
2,nhl,2025,3,Nathan MacKinnon,COL,C,"$12,600,000"
3,nhl,2025,4,Connor McDavid,EDM,C,"$12,500,000"
4,nhl,2025,5,Mitchell Marner,VGK,RW,"$12,000,000"
5,nhl,2025,,Mikko Rantanen,DAL,RW,"$12,000,000"
6,nhl,2025,7,Artemi Panarin,LAK,LW,"$11,642,857"
7,nhl,2025,8,Elias Pettersson,VAN,C,"$11,600,000"
8,nhl,2025,9,Erik Karlsson,PIT,D,"$11,500,000"
9,nhl,2025,,William Nylander,TOR,C/RW,"$11,500,000"
10,nhl,2025,,Igor Shesterkin,NYR,G,"$11,500,000"
11,nhl,2025,12,David Pastrnak,BOS,RW,"$11,250,000"
12,nhl,2025,13,Rasmus Dahlin,BUF,D,"$11,000,000"
13,nhl,2025,,Drew Doughty,LAK,D,"$11,000,000"
14,nhl,2025,15,Evan Bouchard,EDM,D,"$10,500,000"
15,nhl,2025,,Jonathan Huberdeau,CGY,LW,"$10,500,000"
16,nhl,2025,,Carey Price,SJS,G,"$10,500,000"
17,nhl,2025,18,Aleksander Barkov,FLA,C,"$10,000,000"
18,nhl,2025,,Sergei Bobrovsky,FLA,G,"$10,000,000"
19,nhl,2025,,Jack Eichel,VGK,C,"$10,000,000"
20,nhl,2025,21,Tyler Seguin,DAL,C,"$9,850,000"
21,nhl,2025,22,Sebastian Aho,CAR,LW,"$9,750,000"
22,nhl,2025,23,Zachary Werenski,CBJ,D,"$9,583,333"
23,nhl,2025,24,Noah Dobson,MTL,D,"$9,500,000"
24,nhl,2025,,Adam Fox,NYR,D,"$9,500,000"
25,nhl,2025,,Seth Jones,FLA,D,"$9,500,000"
26,nhl,2025,,Nikita Kucherov,TBL,RW,"$9,500,000"
27,nhl,2025,,Charlie McAvoy,BOS,D,"$9,500,000"
28,nhl,2025,,Alex Ovechkin,WAS,LW,"$9,500,000"
29,nhl,2025,,Brayden Point,TBL,C,"$9,500,000"
30,nhl,2025,,Mark Stone,VGK,RW,"$9,500,000"
31,nhl,2025,,Matthew Tkachuk,FLA,LW,"$9,500,000"
32,nhl,2025,,Andrei Vasilevskiy,TBL,G,"$9,500,000"
33,nhl,2025,34,Darnell Nurse,EDM,D,"$9,250,000"
34,nhl,2025,35,Mathew Barzal,NYI,C,"$9,150,000"
35,nhl,2025,36,Roman Josi,NSH,D,"$9,059,000"
36,nhl,2025,37,Jakob Chychrun,WAS,D,"$9,000,000"
37,nhl,2025,,Jake Guentzel,TBL,C/LW,"$9,000,000"
38,nhl,2025,,Dougie Hamilton,NJD,D,"$9,000,000"
39,nhl,2025,,Luke Hughes,NJD,D,"$9,000,000"
40,nhl,2025,,Kirill Kaprizov,MIN,LW,"$9,000,000"
41,nhl,2025,,Cale Makar,COL,D,"$9,000,000"
42,nhl,2025,43,Timo Meier,NJD,LW,"$8,800,000"
43,nhl,2025,,Alex Pietrangelo,VGK,D,"$8,800,000"
44,nhl,2025,45,Travis Konecny,PHI,C/LW,"$8,750,000"
45,nhl,2025,46,Sidney Crosby,PIT,C,"$8,700,000"
46,nhl,2025,,Patrik Laine,MTL,RW,"$8,700,000"
47,nhl,2025,,Dylan Larkin,DET,C,"$8,700,000"
48,nhl,2025,49,Sam Reinhart,FLA,C,"$8,625,000"
49,nhl,2025,50,Moritz Seider,DET,D,"$8,550,000"
50,nhl,2025,51,Pierre-Luc Dubois,WAS,LW,"$8,500,000"
51,nhl,2025,,Nikolaj Ehlers,CAR,LW,"$8,500,000"
52,nhl,2025,,Brock Faber,MIN,D,"$8,500,000"
53,nhl,2025,,Filip Forsberg,NSH,C,"$8,500,000"
